Model_ID,Model_Name,Model_Type,Model_Version,Date,Daily_Volume,Performance_Metrics,Company_Name
285,Model 3,Multi-Class,3,12/19/2022,2453,"[0.86, 0.84, 0.75]",Liberty Mutual
286,Model 3,Multi-Class,3,12/20/2022,1344,"[0.89, 0.82, 0.93]",Liberty Mutual
287,Model 3,Multi-Class,3,12/21/2022,2438,"[0.71, 0.77, 0.87]",Liberty Mutual
288,Model 3,Multi-Class,3,12/22/2022,1812,"[0.9, 0.87, 0.82]",Liberty Mutual
289,Model 3,Multi-Class,3,12/23/2022,1900,"[0.89, 0.8, 0.75]",Liberty Mutual
290,Model 3,Multi-Class,3,12/24/2022,1078,"[0.85, 0.75, 0.93]",Liberty Mutual
291,Model 3,Multi-Class,3,12/25/2022,1520,"[0.85, 0.92, 0.79]",Liberty Mutual
292,Model 3,Multi-Class,3,12/26/2022,4596,"[0.73, 0.9, 0.8]",Liberty Mutual
293,Model 3,Multi-Class,3,12/27/2022,3084,"[0.88, 0.82, 0.84]",Liberty Mutual
294,Model 3,Multi-Class,3,12/28/2022,3329,"[0.75, 0.81, 0.87]",Liberty Mutual
295,Model 3,Multi-Class,3,12/29/2022,1778,"[0.8, 0.77, 0.87]",Liberty Mutual
296,Model 3,Multi-Class,3,12/30/2022,1339,"[0.95, 0.83, 0.95]",Liberty Mutual
297,Model 3,Multi-Class,3,12/31/2022,2989,"[0.71, 0.75, 0.91]",Liberty Mutual
298,Model 3,Multi-Class,3,1/1/2023,2663,"[0.91, 0.9, 0.85]",Liberty Mutual
299,Model 4,Regression,1,12/23/2022,1568,1.16,State Farm
300,Model 4,Regression,3,12/23/2022,2040,4.28,State Farm
301,Model 4,Regression,1,12/24/2022,4137,2.99,State Farm
302,Model 4,Regression,3,12/24/2022,4199,4.4,State Farm
303,Model 4,Regression,1,12/25/2022,1949,0.67,State Farm
304,Model 4,Regression,3,12/25/2022,2875,4.37,State Farm
305,Model 4,Regression,1,12/26/2022,1994,4.2,State Farm
306,Model 4,Regression,3,12/26/2022,2858,1.33,State Farm
307,Model 4,Regression,1,12/27/2022,2936,2.79,State Farm
308,Model 4,Regression,3,12/27/2022,1569,3.62,State Farm
309,Model 4,Regression,1,12/28/2022,2746,3.87,State Farm
310,Model 4,Regression,3,12/28/2022,4687,1.39,State Farm
311,Model 4,Regression,1,12/29/2022,3195,4.83,State Farm
312,Model 4,Regression,3,12/29/2022,4917,4.6,State Farm
313,Model 4,Regression,1,12/30/2022,3541,0.83,State Farm
314,Model 4,Regression,3,12/30/2022,4437,4.53,State Farm
315,Model 4,Regression,1,12/31/2022,1849,4.26,State Farm
316,Model 4,Regression,3,12/31/2022,3440,3.97,State Farm
317,Model 4,Regression,1,1/1/2023,4392,3.04,State Farm
318,Model 4,Regression,3,1/1/2023,3445,3.29,State Farm
319,Model 4,Regression,1,1/2/2023,1606,1.73,State Farm
320,Model 4,Regression,3,1/2/2023,2971,1.47,State Farm
321,Model 4,Regression,1,1/3/2023,3671,1.79,State Farm
322,Model 4,Regression,3,1/3/2023,4204,4.14,State Farm
323,Model 4,Regression,1,1/4/2023,3284,2.7,State Farm
324,Model 4,Regression,3,1/4/2023,2245,3.41,State Farm
325,Model 4,Regression,1,1/5/2023,3406,2.15,State Farm
326,Model 4,Regression,3,1/5/2023,3853,4.89,State Farm
327,Model 4,Regression,1,1/6/2023,2044,3.19,State Farm
328,Model 4,Regression,3,1/6/2023,1110,1.24,State Farm
329,Model 4,Regression,1,1/7/2023,4600,0.56,State Farm
330,Model 4,Regression,3,1/7/2023,2787,3.31,State Farm
331,Model 4,Regression,1,1/8/2023,2300,4.12,State Farm
332,Model 4,Regression,3,1/8/2023,1249,1.59,State Farm
333,Model 4,Regression,1,1/9/2023,1017,0.81,State Farm
334,Model 4,Regression,3,1/9/2023,4786,1.1,State Farm
335,Model 4,Regression,1,1/10/2023,2851,3.91,State Farm
336,Model 4,Regression,3,1/10/2023,4826,4.04,State Farm
337,Model 4,Regression,1,1/11/2023,4693,3.15,State Farm
338,Model 4,Regression,3,1/11/2023,3876,1.61,State Farm
339,Model 4,Regression,1,1/12/2023,1713,1.3,State Farm
340,Model 4,Regression,3,1/12/2023,4701,4.28,State Farm
341,Model 4,Regression,1,1/13/2023,3875,2.1,State Farm
342,Model 4,Regression,3,1/13/2023,3318,1.78,State Farm
343,Model 4,Regression,1,1/14/2023,2041,3.89,State Farm
344,Model 4,Regression,3,1/14/2023,2283,1.53,State Farm
345,Model 4,Regression,1,1/15/2023,4032,0.45,State Farm
346,Model 4,Regression,3,1/15/2023,1240,4.16,State Farm
347,Model 4,Regression,1,1/16/2023,3875,1.73,State Farm
348,Model 4,Regression,3,1/16/2023,2746,3.92,State Farm
349,Model 4,Regression,1,1/17/2023,1664,0.54,State Farm
350,Model 4,Regression,3,1/17/2023,4723,3.53,State Farm
351,Model 4,Regression,1,1/18/2023,2674,2.9,State Farm
352,Model 4,Regression,3,1/18/2023,3680,2.39,State Farm
353,Model 4,Regression,1,1/19/2023,2030,2.23,State Farm
354,Model 4,Regression,3,1/19/2023,3458,3.86,State Farm
355,Model 4,Regression,1,1/20/2023,3312,1.96,State Farm
356,Model 4,Regression,3,1/20/2023,4157,3.84,State Farm
357,Model 4,Regression,1,1/21/2023,2584,4.3,State Farm
358,Model 4,Regression,3,1/21/2023,3248,1.53,State Farm
359,Model 4,Regression,1,1/22/2023,4901,1.93,State Farm
360,Model 4,Regression,3,1/22/2023,1855,2.61,State Farm
361,Model 4,Regression,1,1/23/2023,4558,3.39,State Farm
362,Model 4,Regression,3,1/23/2023,4068,3.69,State Farm
363,Model 4,Regression,1,1/24/2023,3863,2.06,State Farm
364,Model 4,Regression,3,1/24/2023,1597,4.56,State Farm
365,Model 4,Regression,1,1/25/2023,2246,4.09,State Farm
366,Model 4,Regression,3,1/25/2023,2387,4.42,State Farm
367,Model 4,Regression,1,1/26/2023,3174,1.07,State Farm
368,Model 4,Regression,3,1/26/2023,4040,0.36,State Farm
369,Model 4,Regression,1,1/27/2023,2478,4.46,State Farm
370,Model 4,Regression,3,1/27/2023,3960,4.53,State Farm
371,Model 4,Regression,1,1/28/2023,4603,2.07,State Farm
372,Model 4,Regression,3,1/28/2023,3372,0.46,State Farm
373,Model 4,Regression,1,1/29/2023,4475,3.05,State Farm
374,Model 4,Regression,3,1/29/2023,4106,2.65,State Farm
375,Model 4,Regression,1,1/30/2023,4619,1.1,State Farm
376,Model 4,Regression,3,1/30/2023,2846,4.92,State Farm
377,Model 4,Regression,1,1/31/2023,3207,0.57,State Farm
378,Model 4,Regression,3,1/31/2023,4804,4.13,State Farm
379,Model 4,Regression,1,2/1/2023,1389,3.29,State Farm
380,Model 4,Regression,3,2/1/2023,2965,0.76,State Farm
381,Model 4,Regression,1,2/2/2023,4346,1.16,State Farm
382,Model 4,Regression,3,2/2/2023,1183,2.45,State Farm
383,Model 4,Regression,1,2/3/2023,2164,3.76,State Farm
384,Model 4,Regression,3,2/3/2023,3679,2.7,State Farm
385,Model 4,Regression,1,2/4/2023,2815,2.57,State Farm
386,Model 4,Regression,3,2/4/2023,1021,3.59,State Farm
387,Model 4,Regression,1,2/5/2023,2417,2.62,State Farm
388,Model 4,Regression,3,2/5/2023,2112,0.37,State Farm
389,Model 4,Regression,1,2/6/2023,4110,0.78,State Farm
390,Model 4,Regression,3,2/6/2023,4641,3.84,State Farm
391,Model 4,Regression,1,2/7/2023,2544,3.94,State Farm
392,Model 4,Regression,3,2/7/2023,1192,3.71,State Farm
393,Model 4,Regression,1,2/8/2023,3524,3.5,State Farm
394,Model 4,Regression,3,2/8/2023,2182,2,State Farm
395,Model 4,Regression,1,2/9/2023,1413,1.64,State Farm
396,Model 4,Regression,3,2/9/2023,1715,3.3,State Farm
397,Model 4,Regression,1,2/10/2023,1799,2.69,State Farm
398,Model 4,Regression,3,2/10/2023,4283,4.62,State Farm
399,Model 4,Regression,1,2/11/2023,1528,2.01,State Farm
400,Model 4,Regression,3,2/11/2023,1721,2.41,State Farm
401,Model 5,Regression,1,7/20/2023,2196,4.09,Nationwide
402,Model 5,Regression,2,7/20/2023,2778,2.87,Nationwide
403,Model 5,Regression,1,7/21/2023,3556,2.58,Nationwide
404,Model 5,Regression,2,7/21/2023,1282,1.15,Nationwide
405,Model 5,Regression,1,7/22/2023,2059,4.12,Nationwide
406,Model 5,Regression,2,7/22/2023,4511,3.12,Nationwide
407,Model 5,Regression,1,7/23/2023,2409,4.69,Nationwide
408,Model 5,Regression,2,7/23/2023,3361,4.31,Nationwide
409,Model 5,Regression,1,7/24/2023,1111,3.32,Nationwide
410,Model 5,Regression,2,7/24/2023,2340,1.31,Nationwide
411,Model 5,Regression,1,7/25/2023,2629,2.16,Nationwide
412,Model 5,Regression,2,7/25/2023,1414,1.8,Nationwide
413,Model 5,Regression,1,7/26/2023,4656,4.32,Nationwide
414,Model 5,Regression,2,7/26/2023,3449,4.1,Nationwide
415,Model 5,Regression,1,7/27/2023,3584,0.36,Nationwide
416,Model 5,Regression,2,7/27/2023,4148,2.06,Nationwide
417,Model 5,Regression,1,7/28/2023,2714,0.68,Nationwide
418,Model 5,Regression,2,7/28/2023,1893,3.43,Nationwide
419,Model 5,Regression,1,7/29/2023,2251,3.06,Nationwide
420,Model 5,Regression,2,7/29/2023,3021,0.27,Nationwide
421,Model 5,Regression,1,7/30/2023,2753,1.82,Nationwide
422,Model 5,Regression,2,7/30/2023,1565,1.52,Nationwide
423,Model 5,Regression,1,7/31/2023,2358,4.2,Nationwide
424,Model 5,Regression,2,7/31/2023,3346,3.67,Nationwide
425,Model 5,Regression,1,8/1/2023,3106,4.22,Nationwide
426,Model 5,Regression,2,8/1/2023,1005,2.63,Nationwide
427,Model 5,Regression,1,8/2/2023,2635,3.47,Nationwide
428,Model 5,Regression,2,8/2/2023,4342,0.84,Nationwide
429,Model 5,Regression,1,8/3/2023,2580,1.43,Nationwide
430,Model 5,Regression,2,8/3/2023,3461,4.08,Nationwide
431,Model 5,Regression,1,8/4/2023,2355,1.59,Nationwide
432,Model 5,Regression,2,8/4/2023,2676,3.92,Nationwide
433,Model 5,Regression,1,8/5/2023,1513,1.93,Nationwide
434,Model 5,Regression,2,8/5/2023,1483,4.78,Nationwide
435,Model 5,Regression,1,8/6/2023,3419,2.66,Nationwide
436,Model 5,Regression,2,8/6/2023,2307,0.75,Nationwide
437,Model 5,Regression,1,8/7/2023,1479,0.08,Nationwide
438,Model 5,Regression,2,8/7/2023,1972,3.46,Nationwide
439,Model 5,Regression,1,8/8/2023,1444,4.47,Nationwide
440,Model 5,Regression,2,8/8/2023,3774,0.08,Nationwide
441,Model 5,Regression,1,8/9/2023,4546,4.74,Nationwide
442,Model 5,Regression,2,8/9/2023,4218,0.61,Nationwide
443,Model 5,Regression,1,8/10/2023,1724,1.57,Nationwide
444,Model 5,Regression,2,8/10/2023,4792,1.71,Nationwide
445,Model 5,Regression,1,8/11/2023,3147,2.67,Nationwide
446,Model 5,Regression,2,8/11/2023,3964,0.24,Nationwide
447,Model 5,Regression,1,8/12/2023,2859,0.74,Nationwide
448,Model 5,Regression,2,8/12/2023,2735,4.96,Nationwide
449,Model 5,Regression,1,8/13/2023,1808,0.56,Nationwide
450,Model 5,Regression,2,8/13/2023,2260,0.19,Nationwide
451,Model 5,Regression,1,8/14/2023,2758,0.38,Nationwide
452,Model 5,Regression,2,8/14/2023,3642,4.52,Nationwide
453,Model 5,Regression,1,8/15/2023,4003,0.29,Nationwide
454,Model 5,Regression,2,8/15/2023,1137,1.92,Nationwide
455,Model 5,Regression,1,8/16/2023,4421,3.32,Nationwide
456,Model 5,Regression,2,8/16/2023,1802,2.15,Nationwide
457,Model 5,Regression,1,8/17/2023,3007,4.19,Nationwide
458,Model 5,Regression,2,8/17/2023,4201,0.45,Nationwide
459,Model 5,Regression,1,8/18/2023,4729,0.15,Nationwide
460,Model 5,Regression,2,8/18/2023,4799,2.8,Nationwide
461,Model 5,Regression,1,8/19/2023,3652,1.3,Nationwide
462,Model 5,Regression,2,8/19/2023,1954,1.06,Nationwide
463,Model 5,Regression,1,8/20/2023,4370,2.6,Nationwide
464,Model 5,Regression,2,8/20/2023,3906,3.76,Nationwide
465,Model 5,Regression,1,8/21/2023,2160,4,Nationwide
466,Model 5,Regression,2,8/21/2023,4701,0.28,Nationwide
467,Model 5,Regression,1,8/22/2023,3722,0.75,Nationwide
468,Model 5,Regression,2,8/22/2023,4030,3.61,Nationwide
469,Model 5,Regression,1,8/23/2023,2638,3.37,Nationwide
470,Model 5,Regression,2,8/23/2023,3245,1.35,Nationwide
471,Model 5,Regression,1,8/24/2023,4961,0.39,Nationwide
472,Model 5,Regression,2,8/24/2023,1099,3.49,Nationwide
473,Model 5,Regression,1,8/25/2023,4201,3.84,Nationwide
474,Model 5,Regression,2,8/25/2023,3938,0.11,Nationwide
475,Model 5,Regression,1,8/26/2023,2222,1.72,Nationwide
476,Model 5,Regression,2,8/26/2023,4626,0.2,Nationwide
477,Model 5,Regression,1,8/27/2023,3795,3.78,Nationwide
478,Model 5,Regression,2,8/27/2023,4592,3.45,Nationwide
479,Model 5,Regression,1,8/28/2023,1130,3.32,Nationwide
480,Model 5,Regression,2,8/28/2023,1153,0.32,Nationwide
481,Model 5,Regression,1,8/29/2023,4505,2.32,Nationwide
482,Model 5,Regression,2,8/29/2023,1611,1.15,Nationwide
483,Model 5,Regression,1,8/30/2023,4875,0.97,Nationwide
484,Model 5,Regression,2,8/30/2023,4080,0.41,Nationwide
485,Model 5,Regression,1,8/31/2023,1937,2.43,Nationwide
486,Model 5,Regression,2,8/31/2023,4076,4.07,Nationwide
487,Model 5,Regression,1,9/1/2023,4828,2.09,Nationwide
488,Model 5,Regression,2,9/1/2023,2801,1.99,Nationwide
489,Model 5,Regression,1,9/2/2023,4511,2.14,Nationwide
490,Model 5,Regression,2,9/2/2023,3789,2.04,Nationwide
491,Model 5,Regression,1,9/3/2023,4744,3.92,Nationwide
492,Model 5,Regression,2,9/3/2023,4535,1.45,Nationwide
493,Model 5,Regression,1,9/4/2023,4919,1.92,Nationwide
494,Model 5,Regression,2,9/4/2023,4116,1,Nationwide
495,Model 5,Regression,1,9/5/2023,3751,3.84,Nationwide
496,Model 5,Regression,2,9/5/2023,3674,3.54,Nationwide
497,Model 5,Regression,1,9/6/2023,3466,4.62,Nationwide
498,Model 5,Regression,2,9/6/2023,4599,0.59,Nationwide
499,Model 5,Regression,1,9/7/2023,4614,2.68,Nationwide
500,Model 5,Regression,2,9/7/2023,1211,0.75,Nationwide
501,Model 5,Regression,1,9/8/2023,4651,3.84,Nationwide
502,Model 5,Regression,2,9/8/2023,2270,2.53,Nationwide
503,Model 5,Regression,1,9/9/2023,2966,3.99,Nationwide
504,Model 5,Regression,2,9/9/2023,1201,4.96,Nationwide
505,Model 5,Regression,1,9/10/2023,4661,3.29,Nationwide
506,Model 5,Regression,2,9/10/2023,3352,3.9,Nationwide
507,Model 5,Regression,1,9/11/2023,2265,1.38,Nationwide
508,Model 5,Regression,2,9/11/2023,2829,3.31,Nationwide
509,Model 5,Regression,1,9/12/2023,2442,2.95,Nationwide
510,Model 5,Regression,2,9/12/2023,2537,3.35,Nationwide
511,Model 5,Regression,1,9/13/2023,2333,0.28,Nationwide
512,Model 5,Regression,2,9/13/2023,2854,0.63,Nationwide
513,Model 5,Regression,1,9/14/2023,2872,4.31,Nationwide
514,Model 5,Regression,2,9/14/2023,4079,4.27,Nationwide
515,Model 5,Regression,1,9/15/2023,3446,1.97,Nationwide
516,Model 5,Regression,2,9/15/2023,1195,3.22,Nationwide
517,Model 5,Regression,1,9/16/2023,3320,2.1,Nationwide
518,Model 5,Regression,2,9/16/2023,4730,2.38,Nationwide
519,Model 5,Regression,1,9/17/2023,2719,1.12,Nationwide
520,Model 5,Regression,2,9/17/2023,2771,1.16,Nationwide
521,Model 5,Regression,1,9/18/2023,3163,0.5,Nationwide
522,Model 5,Regression,2,9/18/2023,2532,0.71,Nationwide
523,Model 5,Regression,1,9/19/2023,3933,0.23,Nationwide
524,Model 5,Regression,2,9/19/2023,1631,3.58,Nationwide
525,Model 5,Regression,1,9/20/2023,1028,3.95,Nationwide
526,Model 5,Regression,2,9/20/2023,3609,0.64,Nationwide
527,Model 5,Regression,1,9/21/2023,3181,0.32,Nationwide
528,Model 5,Regression,2,9/21/2023,3954,3.42,Nationwide
529,Model 5,Regression,1,9/22/2023,4272,3.28,Nationwide
530,Model 5,Regression,2,9/22/2023,2543,0.66,Nationwide
531,Model 6,Classification,1,5/18/2022,2227,"[0.84, 0.84, 0.72]",Allstate
532,Model 6,Classification,1,5/19/2022,3688,"[0.7, 0.84, 0.95]",Allstate
533,Model 6,Classification,1,5/20/2022,3672,"[0.75, 0.91, 0.78]",Allstate
534,Model 6,Classification,1,5/21/2022,3418,"[0.86, 0.91, 0.93]",Allstate
535,Model 6,Classification,1,5/22/2022,3861,"[0.76, 0.8, 0.91]",Allstate
536,Model 6,Classification,1,5/23/2022,3582,"[0.88, 0.85, 0.84]",Allstate
537,Model 6,Classification,1,5/24/2022,2806,"[0.79, 0.77, 0.8]",Allstate
538,Model 6,Classification,1,5/25/2022,4140,"[0.84, 0.9, 0.81]",Allstate
539,Model 6,Classification,1,5/26/2022,1447,"[0.81, 0.86, 0.84]",Allstate
540,Model 6,Classification,1,5/27/2022,1329,"[0.74, 0.73, 0.83]",Allstate
541,Model 6,Classification,1,5/28/2022,3744,"[0.94, 0.93, 0.8]",Allstate
542,Model 6,Classification,1,5/29/2022,4478,"[0.72, 0.9, 0.71]",Allstate
543,Model 6,Classification,1,5/30/2022,4859,"[0.93, 0.82, 0.72]",Allstate
544,Model 6,Classification,1,5/31/2022,4728,"[0.75, 0.85, 0.86]",Allstate
545,Model 6,Classification,1,6/1/2022,2170,"[0.75, 0.72, 0.7]",Allstate
546,Model 6,Classification,1,6/2/2022,2096,"[0.72, 0.78, 0.82]",Allstate
547,Model 6,Classification,1,6/3/2022,3478,"[0.81, 0.81, 0.8]",Allstate
548,Model 6,Classification,1,6/4/2022,3609,"[0.78, 0.72, 0.87]",Allstate
549,Model 6,Classification,1,6/5/2022,2562,"[0.88, 0.92, 0.88]",Allstate
550,Model 6,Classification,1,6/6/2022,1421,"[0.92, 0.86, 0.74]",Allstate
551,Model 6,Classification,1,6/7/2022,2488,"[0.75, 0.81, 0.72]",Allstate
552,Model 6,Classification,1,6/8/2022,2492,"[0.8, 0.9, 0.87]",Allstate
553,Model 6,Classification,1,6/9/2022,2511,"[0.87, 0.94, 0.79]",Allstate
554,Model 6,Classification,1,6/10/2022,4353,"[0.83, 0.78, 0.92]",Allstate
555,Model 6,Classification,1,6/11/2022,1058,"[0.86, 0.73, 0.86]",Allstate
556,Model 6,Classification,1,6/12/2022,2579,"[0.9, 0.93, 0.74]",Allstate
557,Model 6,Classification,1,6/13/2022,1792,"[0.71, 0.76, 0.93]",Allstate
558,Model 6,Classification,1,6/14/2022,3742,"[0.75, 0.71, 0.81]",Allstate
559,Model 6,Classification,1,6/15/2022,2276,"[0.72, 0.81, 0.73]",Allstate
560,Model 6,Classification,1,6/16/2022,3832,"[0.78, 0.85, 0.88]",Allstate
561,Model 6,Classification,1,6/17/2022,1925,"[0.94, 0.76, 0.87]",Allstate
562,Model 6,Classification,1,6/18/2022,4279,"[0.81, 0.74, 0.74]",Allstate
563,Model 6,Classification,1,6/19/2022,2295,"[0.82, 0.91, 0.85]",Allstate
564,Model 6,Classification,1,6/20/2022,2015,"[0.78, 0.74, 0.75]",Allstate
565,Model 6,Classification,1,6/21/2022,1348,"[0.84, 0.94, 0.75]",Allstate
566,Model 6,Classification,1,6/22/2022,2763,"[0.81, 0.92, 0.74]",Allstate
567,Model 6,Classification,1,6/23/2022,1876,"[0.82, 0.8, 0.78]",Allstate
568,Model 6,Classification,1,6/24/2022,1876,"[0.72, 0.92, 0.92]",Allstate
569,Model 6,Classification,1,6/25/2022,4419,"[0.82, 0.8, 0.74]",Allstate
570,Model 6,Classification,1,6/26/2022,1139,"[0.76, 0.87, 0.88]",Allstate
571,Model 6,Classification,1,6/27/2022,3922,"[0.89, 0.83, 0.93]",Allstate
572,Model 6,Classification,1,6/28/2022,4021,"[0.87, 0.73, 0.75]",Allstate
573,Model 6,Classification,1,6/29/2022,3124,"[0.74, 0.71, 0.77]",Allstate
574,Model 6,Classification,1,6/30/2022,3109,"[0.7, 0.9, 0.84]",Allstate
575,Model 6,Classification,1,7/1/2022,2857,"[0.82, 0.78, 0.83]",Allstate
576,Model 6,Classification,1,7/2/2022,4602,"[0.83, 0.94, 0.78]",Allstate
577,Model 6,Classification,1,7/3/2022,4826,"[0.85, 0.93, 0.74]",Allstate
578,Model 6,Classification,1,7/4/2022,1921,"[0.84, 0.8, 0.83]",Allstate
579,Model 6,Classification,1,7/5/2022,4281,"[0.81, 0.91, 0.73]",Allstate
580,Model 6,Classification,1,7/6/2022,1062,"[0.87, 0.78, 0.75]",Allstate
581,Model 6,Classification,1,7/7/2022,1044,"[0.73, 0.91, 0.91]",Allstate
582,Model 6,Classification,1,7/8/2022,1391,"[0.9, 0.94, 0.92]",Allstate
583,Model 6,Classification,1,7/9/2022,1629,"[0.7, 0.7, 0.77]",Allstate
584,Model 6,Classification,1,7/10/2022,1639,"[0.87, 0.73, 0.78]",Allstate
585,Model 6,Classification,1,7/11/2022,4496,"[0.78, 0.76, 0.89]",Allstate
586,Model 6,Classification,1,7/12/2022,1553,"[0.84, 0.71, 0.92]",Allstate
587,Model 6,Classification,1,7/13/2022,3642,"[0.81, 0.75, 0.7]",Allstate
588,Model 6,Classification,1,7/14/2022,2254,"[0.83, 0.9, 0.79]",Allstate
589,Model 6,Classification,1,7/15/2022,4616,"[0.85, 0.79, 0.79]",Allstate
590,Model 6,Classification,1,7/16/2022,3003,"[0.88, 0.76, 0.86]",Allstate
591,Model 6,Classification,1,7/17/2022,4714,"[0.75, 0.9, 0.75]",Allstate
592,Model 6,Classification,1,7/18/2022,4169,"[0.77, 0.91, 0.9]",Allstate
593,Model 6,Classification,1,7/19/2022,4659,"[0.73, 0.81, 0.88]",Allstate
594,Model 6,Classification,1,7/20/2022,3798,"[0.79, 0.72, 0.73]",Allstate
595,Model 6,Classification,1,7/21/2022,2416,"[0.77, 0.77, 0.92]",Allstate
596,Model 6,Classification,1,7/22/2022,2563,"[0.89, 0.93, 0.73]",Allstate
597,Model 6,Classification,1,7/23/2022,3001,"[0.9, 0.91, 0.92]",Allstate
598,Model 6,Classification,1,7/24/2022,4236,"[0.76, 0.83, 0.89]",Allstate
599,Model 6,Classification,1,7/25/2022,1115,"[0.71, 0.9, 0.81]",Allstate
600,Model 6,Classification,1,7/26/2022,3277,"[0.8, 0.86, 0.91]",Allstate
601,Model 6,Classification,1,7/27/2022,1837,"[0.77, 0.75, 0.86]",Allstate
602,Model 6,Classification,1,7/28/2022,4889,"[0.91, 0.75, 0.74]",Allstate
603,Model 6,Classification,1,7/29/2022,4771,"[0.78, 0.86, 0.81]",Allstate
604,Model 6,Classification,1,7/30/2022,3045,"[0.8, 0.82, 0.88]",Allstate
605,Model 6,Classification,1,7/31/2022,3685,"[0.82, 0.75, 0.79]",Allstate
606,Model 6,Classification,1,8/1/2022,4202,"[0.71, 0.86, 0.9]",Allstate
607,Model 6,Classification,1,8/2/2022,1266,"[0.72, 0.81, 0.93]",Allstate
608,Model 6,Classification,1,8/3/2022,4158,"[0.76, 0.91, 0.82]",Allstate
609,Model 6,Classification,1,8/4/2022,2449,"[0.86, 0.9, 0.7]",Allstate
610,Model 6,Classification,1,8/5/2022,3940,"[0.73, 0.77, 0.77]",Allstate
611,Model 6,Classification,1,8/6/2022,4954,"[0.85, 0.83, 0.85]",Allstate
612,Model 6,Classification,1,8/7/2022,1986,"[0.86, 0.77, 0.86]",Allstate
613,Model 6,Classification,1,8/8/2022,1771,"[0.87, 0.76, 0.76]",Allstate
614,Model 6,Classification,1,8/9/2022,2145,"[0.81, 0.87, 0.82]",Allstate
615,Model 6,Classification,1,8/10/2022,1196,"[0.75, 0.77, 0.89]",Allstate
616,Model 6,Classification,1,8/11/2022,4710,"[0.85, 0.72, 0.9]",Allstate
617,Model 7,Classification,2,4/12/2021,1880,"[0.87, 0.92, 0.89]",Liberty Mutual
618,Model 7,Classification,2,4/13/2021,3935,"[0.91, 0.77, 0.88]",Liberty Mutual
619,Model 7,Classification,2,4/14/2021,1068,"[0.91, 0.92, 0.93]",Liberty Mutual
620,Model 7,Classification,2,4/15/2021,3777,"[0.81, 0.92, 0.7]",Liberty Mutual
621,Model 7,Classification,2,4/16/2021,3673,"[0.85, 0.82, 0.79]",Liberty Mutual
622,Model 7,Classification,2,4/17/2021,2584,"[0.85, 0.77, 0.9]",Liberty Mutual
623,Model 7,Classification,2,4/18/2021,1485,"[0.91, 0.75, 0.9]",Liberty Mutual
624,Model 7,Classification,2,4/19/2021,1332,"[0.85, 0.78, 0.9]",Liberty Mutual
625,Model 7,Classification,2,4/20/2021,1017,"[0.83, 0.72, 0.9]",Liberty Mutual
626,Model 7,Classification,2,4/21/2021,1981,"[0.93, 0.73, 0.87]",Liberty Mutual
627,Model 7,Classification,2,4/22/2021,2566,"[0.77, 0.76, 0.93]",Liberty Mutual
628,Model 7,Classification,2,4/23/2021,2612,"[0.91, 0.82, 0.84]",Liberty Mutual
629,Model 7,Classification,2,4/24/2021,4979,"[0.77, 0.87, 0.9]",Liberty Mutual
630,Model 7,Classification,2,4/25/2021,3783,"[0.8, 0.85, 0.92]",Liberty Mutual
631,Model 7,Classification,2,4/26/2021,2724,"[0.85, 0.91, 0.91]",Liberty Mutual
632,Model 7,Classification,2,4/27/2021,1172,"[0.84, 0.84, 0.89]",Liberty Mutual
633,Model 7,Classification,2,4/28/2021,2638,"[0.84, 0.79, 0.93]",Liberty Mutual
634,Model 7,Classification,2,4/29/2021,1771,"[0.72, 0.85, 0.86]",Liberty Mutual
635,Model 7,Classification,2,4/30/2021,2584,"[0.72, 0.75, 0.9]",Liberty Mutual
636,Model 7,Classification,2,5/1/2021,1289,"[0.73, 0.93, 0.93]",Liberty Mutual
637,Model 7,Classification,2,5/2/2021,4529,"[0.88, 0.72, 0.83]",Liberty Mutual
638,Model 7,Classification,2,5/3/2021,1900,"[0.94, 0.77, 0.75]",Liberty Mutual
639,Model 7,Classification,2,5/4/2021,1332,"[0.82, 0.83, 0.92]",Liberty Mutual
640,Model 7,Classification,2,5/5/2021,4994,"[0.82, 0.92, 0.93]",Liberty Mutual
641,Model 7,Classification,2,5/6/2021,1096,"[0.86, 0.83, 0.83]",Liberty Mutual
642,Model 7,Classification,2,5/7/2021,2908,"[0.73, 0.84, 0.85]",Liberty Mutual
643,Model 7,Classification,2,5/8/2021,2546,"[0.93, 0.88, 0.79]",Liberty Mutual
644,Model 7,Classification,2,5/9/2021,2990,"[0.71, 0.88, 0.86]",Liberty Mutual
645,Model 7,Classification,2,5/10/2021,2546,"[0.8, 0.84, 0.94]",Liberty Mutual
646,Model 7,Classification,2,5/11/2021,4209,"[0.73, 0.93, 0.73]",Liberty Mutual
647,Model 7,Classification,2,5/12/2021,3106,"[0.71, 0.85, 0.71]",Liberty Mutual
648,Model 7,Classification,2,5/13/2021,4993,"[0.72, 0.8, 0.72]",Liberty Mutual
649,Model 7,Classification,2,5/14/2021,3563,"[0.81, 0.71, 0.81]",Liberty Mutual
650,Model 7,Classification,2,5/15/2021,1960,"[0.79, 0.81, 0.86]",Liberty Mutual
651,Model 7,Classification,2,5/16/2021,4672,"[0.74, 0.94, 0.86]",Liberty Mutual
652,Model 7,Classification,2,5/17/2021,2208,"[0.93, 0.78, 0.89]",Liberty Mutual
